,image,gen_caption
9340,86193.png,the girl is wearing black and white shirt and black pants .
9341,78903.png,group of people are standing in front of large sign .
9342,36028.png,two men are sitting on the ground by the wall .
9343,25806.png,group of people are standing in front of bus .
9344,04786.png,two dogs are in the grass .
9345,03681.png,two children are playing with each other .
9346,17603.png,man wearing black hat and hat is standing in front of the camera .
9347,13657.png,two young girls are playing with each other .
9348,07496.png,two women are sitting on the ground .
9349,48132.png,two women with their heads .
9350,05726.png,two women and two women are smiling and smiling .
9351,98724.png,man in glasses and glasses is smiling .
9352,78132.png,man is holding up sign .
9353,48715.png,man with glasses and glasses is holding up sign .
9354,06823.png,the man is wearing black hat and has his head .
9355,03849.png,two people are standing in front of car .
9356,01382.png,man in black shirt and white shirt is playing in the grass .
9357,65429.png,the woman is holding the hand of the man in the blue shirt and the blue shirt .
9358,26197.png,the person is wearing red shirt and is carrying green toy in his mouth .
9359,26409.png,the woman is wearing pink shirt and holding her hair .
9360,45267.png,the man is wearing black and white shirt and black shorts is standing in front of the middle of the middle of the middle of the snow .
9361,28517.png,the woman in the blue shirt is holding the camera .
9362,47205.png,man in black shirt and white cowboy hat is playing guitar .
9363,26973.png,baby with black hair and white shirt and blue shirt is walking on the ground .
9364,07135.png,group of people are walking through the street .
9365,62719.png,two women are sitting on the ground .
9366,53210.png,group of people are walking along the side of mountain .
9367,86127.png,two women in black and white shirts are walking down the street .
9368,05841.png,group of people are sitting on bench and holding hands .
9369,27806.png,woman in black shirt and white pants is walking down the street .
9370,30165.png,the man in the black shirt and white shirt is wearing black hat and black hat .
9371,37186.png,man is climbing up the side of the side of the side of the wall .
9372,21835.png,two people are standing in front of an outdoor cafe .
9373,07893.png,woman in white shirt and black pants is smiling .
9374,71620.png,group of people are standing in front of white wall and one of them .
9375,36980.png,man in black shirt and black pants standing in front of an art gallery .
9376,06378.png,man in red shirt is climbing up the side of the green grass .
9377,19452.png,man with blue shirt and blue cap is holding sign .
9378,35796.png,two people are walking through the water and holding up sign .
9379,83061.png,the man is sitting on the ground next to the side of the wall .
9380,09468.png,group of people are standing in front of group of people .
9381,15630.png,two men are standing on top of wood floor .
9382,83960.png,man in green shirt and sunglasses is playing guitar .
9383,87425.png,two men and woman are smiling and one is holding up sign .
9384,12036.png,woman in green and green shirt is holding up sign .
9385,42967.png,brown dog runs through the snow .
9386,35602.png,woman in black shirt and white shirt and black pants is walking through the air .
9387,19758.png,little girl in green shirt is walking on the green grass .
9388,53618.png,the woman is holding the ball in his mouth .
9389,30582.png,two people are sitting at table with their arms around each other .
9390,61485.png,woman in blue shirt and blue cap is holding up sign .
9391,17830.png,the boy is wearing red shirt and has his mouth open .
9392,85920.png,woman in red shirt and white shirt is holding red cup .
9393,56304.png,man in black jacket and black pants is holding up sign that says city .
9394,85107.png,the woman is wearing black hat and white hat and black hat .
9395,82950.png,boy in blue shirt and blue jeans stands in front of white building .
9396,40761.png,two women in black and white shirts are sitting on the side of the wall .
9397,76359.png,woman in black and white cap is walking on the street .
9398,46712.png,two women in black and white shirts are walking through the snow .
9399,03615.png,man in black shirt and red hat is walking down the street .
9400,54270.png,woman in red shirt and black pants is sitting on bench .
9401,05463.png,woman wearing white shirt and black coat is standing in front of white wall .
9402,87345.png,the man is wearing white jacket and holding camera .
9403,49725.png,group of people riding horses and play in the dirt .
9404,60314.png,woman and two children are playing with one of them .
9405,51894.png,the woman is wearing white and black jacket and white jacket .
9406,05743.png,the girl is sitting on fire .
9407,48623.png,the girl in the blue dress is walking through the air .
9408,85314.png,group of people are standing in front of large crowd .
9409,57093.png,man in black jacket and white shirt is walking on the grass .
9410,31495.png,two men in blue shirts are sitting on the edge of an outdoor cafe .
9411,48567.png,man and woman are walking past an outdoor cafe .
9412,79854.png,the woman with the brown hair and white and black hat is wearing black and brown hair and white shirt .
9413,24051.png,two women are walking along the beach .
9414,27980.png,two girls in red costumes are smiling .
9415,96240.png,the woman is holding up the white and holding an adult .
